obs.ID,trip.ID,date,name,milkweed.ID,milkweed.status,percent.green,stage.length,leaf.damage,umbel.count,pod.count,stem.count,len.1,len.2,len.3,len.4,len.5,len.6,len.7,len.8,len.9,len.10,dia.1,dia.2,dia.3,dia.4,dia.5,dia.6,dia.7,dia.8,dia.9,dia.10,notes,,,,,,,,,,,
4334,107,8/14/2015,Xang Lor,314,ALIVE,95,none,0,0,4,8,49,75,8,7,25,18,8,6,,,5.2,0.5,0.7,2.5,1.3,2.4,0.6,0.6,,,,,,,,,,,,,,
4335,108,8/11/2015,Shaili Standefer,338,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,108,8/11/2015,Shaili Standefer,337,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,108,8/11/2015,Shaili Standefer,336,ALIVE,100,none,5,0,0,13,72,86,82,75,50,72,78,47,42,41,8.2,6,2.8,5.2,4.6,2.3,5.6,5.2,6.2,4,OLAP(50),,,,,,,,,,,
4338,108,8/11/2015,Shaili Standefer,335,ALIVE,80,none,5,0,2,12,36,18,12,7,6,16,18,18,25,30,6.7,3,3.5,2.5,2.4,1.9,3.1,2,2.4,2.5,OLAP(200),,,,,,,,,,,
4339,108,8/11/2015,Shaili Standefer,364,ALIVE,90,none,2,0,0,22,65,51,53,31,16,51,8,6,63,51,3.5,6.5,4.5,5,4.3,2.5,4.7,3.2,5.7,3,OLAP(300),,,,,,,,,,,
4340,108,8/11/2015,Shaili Standefer,365,ALIVE,80,none,0,0,0,4,8,6,5,8,,,,,,,1.5,1,0.7,3,,,,,,,,,,,,,,,,,,
4341,108,8/11/2015,Shaili Standefer,366,ALIVE,100,none,0,0,0,1,9,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,
4342,108,8/11/2015,Shaili Standefer,367,ALIVE,95,none,5,0,0,6,30,7,6,10,29,5,,,,,3,1,1,0.8,1.2,3,,,,,,,,,,,,,,,,
4343,108,8/11/2015,Shaili Standefer,368,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,108,8/11/2015,Shaili Standefer,369,ALIVE,98,none,0,0,0,4,7,9,24,28,,,,,,,2,3.5,2.7,1,,,,,,,,,,,,,,,,,,
4345,108,8/11/2015,Shaili Standefer,370,ALIVE,70,none,10,0,0,12,23,47,55,56,44,48,49,61,41,43,3.5,4,3.5,3.4,3.1,3.5,4,3.5,4.2,4.5,OLAP(300),,,,,,,,,,,
4346,108,8/11/2015,Shaili Standefer,371,ALIVE,100,none,2,0,0,10,62,29,41,39,56,24,18,55,57,28,4,3.2,2.6,2.5,6.3,6.2,3.6,2.2,1.5,2.7,LMB(1) OLAP(200),,,,,,,,,,,
4347,108,8/11/2015,Shaili Standefer,372,ALIVE,99,none,5,0,0,20,74,61,52,71,62,27,43,48,19,9,6.9,6.5,4.6,3.5,2,2,1.5,2,1,3,OLAP(200),,,,,,,,,,,
4348,108,8/11/2015,Shaili Standefer,373,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,108,8/11/2015,SHaili Standefer,374,ALIVE,100,none,0,0,0,12,10,6,12,13,16,9,15,14,9,10,1.5,1.2,0.5,1.8,1.3,0.9,0.7,0.7,0.5,0.3,OLAP(30),,,,,,,,,,,
4350,108,8/11/2015,Shaili Standefer,375,ALIVE,95,none,10,0,0,8,31,30,25,37,29,9,14,16,,,2.5,3,2.2,2.2,0.8,1.2,1.3,2.6,,,OLAP(100),,,,,,,,,,,
4351,108,8/11/2015,Shaili Standefer,376,ALIVE,85,none,5,0,0,30,56,50,59,53,50,40,34,28,15,6,8.6,6.8,6.9,6.8,4,3.3,4.2,3.5,3,2.9,LMB91) OLAP(300),,,,,,,,,,,
4352,108,8/11/2015,Shaili Standefer,377,ALIVE,40,none,20,0,0,7,68,61,50,51,18,7,12,,,,4.6,5.5,5.5,6,5.8,2.2,7,,,,OLAP(100),,,,,,,,,,,
4353,108,8/11/2015,Shaili Standefer,378,ALIVE,95,none,10,0,1,5,60,70,15,65,66,,,,,,5,5,6.2,2.2,4.9,,,,,,LMB(2) SMB(1) OLAP(150),,,,,,,,,,,
4354,108,8/11/2015,Shaili Standefer,379,ALIVE,100,none,0,4,0,8,32,34,32,31,33,10,30,8,,,1.5,2.5,2.1,2,1,2.5,2.3,1.6,,,,,,,,,,,,,,
4355,108,8/11/2015,Shaili Standefer,380,ALIVE,100,none,0,0,0,1,34,,,,,,,,,,2.5,,,,,,,,,,OLAP(15),,,,,,,,,,,
4356,108,8/11/2015,Shaili Standefer,381,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,108,8/11/2015,Shaili Standefer,382,ALIVE,90,none,2,22,6,24,53,50,54,54,47,29,20,43,15,44,5,3,2.8,3.5,5.4,2.5,4.3,3.5,2,3.7,OLAP(300),,,,,,,,,,,
4358,108,8/11/2015,Shaili Standefer,383,ALIVE,100,none,0,27,0,16,41,36,21,11,33,60,31,30,28,32,3,1.6,2.6,2.2,2.1,2.5,3.4,2.2,1.5,4.5,OLAP(100),,,,,,,,,,,
4359,108,8/11/2015,Shaili Standefer,384,ALIVE,99,none,2,0,0,9,29,13,12,24,26,20,20,14,17,,2.1,1.3,2.3,2.2,1.7,3.9,3.5,2,2.4,,OLAP(100),,,,,,,,,,,
4360,108,8/11/2015,Shaili Standefer,385,ALIVE,70,none,5,0,0,1,27,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,
4361,108,8/11/2015,Shaili Standefer,386,ALIVE,100,none,0,0,0,1,35,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,
4362,108,8/11/2015,Shaili Standefer,387,ALIVE,95,none,10,10,2,29,58,47,49,30,18,29,24,9,28,48,5.1,1.9,4.9,2.2,2,1.7,2.8,4.5,1.5,2.1,OLAP(500) 2ladybugs 1JUSP,,,,,,,,,,,
4363,108,8/11/2015,Shaili Standefer,388,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,110,8/20/2015,Shaili Standefer,199,ALIVE,98,none,5,0,0,3,42,40,40,,,,,,,,2.7,3.1,3.8,,,,,,,,,,,,,,,,,,,
4365,110,8/20/2015,Shaili Standefer,200,ALIVE,100,none,2,20,0,14,36,29,40,38,29,23,20,7,44,30,2,2.2,3,2.5,2,4.3,3.7,2.8,5.5,1.2,OLAP(25),,,,,,,,,,,
4366,110,8/20/2015,Shaili Standefer,201,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367,110,8/20/2015,Shaili Standefer,202,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4368,110,8/20/2015,Shaili Standefer,203,ALIVE,70,none,5,0,0,6,40,30,14,8,13,9,,,,,4,0.6,1.4,1.5,1.1,1.2,,,,,,,,,,,,,,,,
4369,110,8/20/2015,Shaili Standefer,204,ALIVE,65,none,0,0,0,3,10,11,11,,,,,,,,2.3,2.5,0.9,,,,,,,,,,,,,,,,,,,
4370,110,8/20/2015,Shaili Standefer,205,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,110,8/20/2015,Shaili Standefer,206,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,110,8/20/2015,Shaili Standefer,207,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,110,8/20/2015,Shaili Standefer,208,ALIVE,10,none,0,0,0,1,6,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,
4374,110,8/20/2015,Shaili Standefer,209,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,110,8/20/2015,Shaili Standefer,210,ALIVE,90,none,0,0,0,8,47,42,8,15,5,5,6,7,,,3.9,1.7,4,1,1.1,3.7,0.8,1.5,,,,,,,,,,,,,,
4376,110,8/20/2015,Shaili Standefer,211,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,110,8/20/2015,Shaili Standefer,212,ALIVE,95,none,2,0,0,4,37,44,38,35,,,,,,,3.5,3.3,3.6,3.4,,,,,,,OLAP(20),,,,,,,,,,,
4378,110,8/20/2015,Shaili Standefer,213,ALIVE,90,none,15,6,0,12,64,60,62,63,12,22,17,7,10,18,7,3.9,0.6,3.7,4.6,1.1,1,2.5,1.6,2.2,OLAP(30),,,,,,,,,,,
4379,110,8/20/2015,Shaili Standefer,214,ALIVE,70,none,0,0,0,2,8,6,,,,,,,,,1.2,0.5,,,,,,,,,,,,,,,,,,,,
4380,110,8/20/2015,Shaili Standefer,215,ALIVE,5,none,30,0,0,1,19,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,
4381,110,8/20/2015,Shaili Standefer,216,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,110,8/20/2015,Shaili Standefer,217,ALIVE,90,L4,10,0,20,17,22,75,22,56,39,52,23,20,45,38,5.1,5.3,2.1,3.2,4.2,2.6,4.4,7.9,6,4.2,SMB(2)OLAP(100),,,,,,,,,,,
4383,110,8/20/2015,Shaili Standefer,218,ALIVE,95,none,10,0,0,28,57,54,47,62,43,55,48,57,59,60,5.2,4.1,2.9,3.2,4.2,2.8,3.5,2.7,3.7,3.3,OLAP(150),,,,,,,,,,,
4384,110,8/20/2015,Shaili Standefer,219,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,110,8/20/2015,Shaili Standefer,220,ALIVE,100,none,5,0,0,10,44,26,35,35,32,29,23,8,5,14,3.5,3.3,2.5,3.2,3.5,3.7,3,3.4,0.7,1.3,OLAP(200),,,,,,,,,,,
4386,110,8/20/2015,Shaili Standefer,221,ALIVE,100,L4,5,0,2,8,59,9,12,55,65,32,7,16,,,5.1,1,1.6,5.5,2,5.3,1.9,1.3,,,LMB(1),,,,,,,,,,,
4387,110,8/20/2015,Shaili Standefer,222,ALIVE,90,none,0,0,0,11,37,33,10,5,13,9,13,14,26,8,3.6,0.8,2,3.2,1.4,1.5,0.9,0.8,0.6,1.9,OLAP(50),,,,,,,,,,,
4388,110,8/20/2015,Shaili Standefer,223,ALIVE,100,none,0,0,0,1,7,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,
4389,110,8/20/2015,Shaili Standefer,224,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,110,8/20/2015,Shaili Standefer,225,ALIVE,100,none,2,0,0,6,37,36,7,6,8,8,,,,,3.2,1,1.4,0.6,0.6,1.2,,,,,,,,,,,,,,,,
4391,110,8/20/2015,Shaili Standefer,226,ALIVE,85,none,15,0,0,7,20,25,52,73,85,13,15,,,,5.9,5.8,5.5,2.4,1.3,1.9,2.1,,,,,,,,,,,,,,,
4392,110,8/20/2015,Shaili Standefer,227,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,110,8/20/2015,Shaili Standefer,228,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,110,8/20/2015,Shaili Standefer,229,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,110,8/20/2015,Shaili Standefer,230,ALIVE,95,none,0,0,0,3,6,15,5,,,,,,,,1,0.9,0.3,,,,,,,,,,,,,,,,,,,
4396,110,8/20/2015,Shaili Standefer,231,ALIVE,100,none,0,0,0,7,34,10,12,6,6,5,8,,,,2.7,0.4,0.5,0.8,0.7,0.3,0.4,,,,OLAP(20),,,,,,,,,,,
4397,110,8/20/2015,Shaili Standefer,232,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,110,8/20/2015,Shaili Standefer,233,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,110,8/20/2015,Shaili Standefer,234,ALIVE,95,none,5,0,0,5,37,36,43,33,31,,,,,,3.5,2.4,2.5,2.8,4.2,,,,,,SMB(1),,,,,,,,,,,
4400,110,8/20/2015,Shaili Standefer,235,ALIVE,100,none,0,1,0,7,21,49,36,45,21,22,38,,,,1.4,2.3,2.4,2.3,3.1,3,1.8,,,,SMB(1)OLAP(70),,,,,,,,,,,
4401,110,8/20/2015,Shaili Standefer,236,ALIVE,90,none,0,0,0,9,83,47,15,11,66,17,54,6,5,,6.2,1.3,0.5,0.3,2.3,5.5,4.1,0.7,0.9,,OLAP(50),,,,,,,,,,,
4402,110,8/20/2015,Shaili Standefer,237,ALIVE,100,none,0,0,0,3,34,40,45,,,,,,,,3.2,2.5,2.6,,,,,,,,OLAP(10),,,,,,,,,,,
4403,110,8/20/2015,Shaili Standefer,238,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,110,8/20/2015,Shaili Standefer,239,ALIVE,85,none,10,0,0,28,24,44,54,72,31,51,14,11,59,37,1.1,3.2,3.5,5.9,2,4.6,1.4,0.9,6.9,4.8,SMB(1)OLAP(300),,,,,,,,,,,
4405,110,8/20/2015,Shaili Standefer,240,ALIVE,95,none,5,0,1,15,34,28,22,13,12,16,46,37,44,41,3.7,3,3.9,5.5,3.1,2.9,2.8,1.7,1.3,3,OLAP(20),,,,,,,,,,,
4406,110,8/20/2015,Shaili Standefer,241,ALIVE,95,none,0,0,0,7,46,27,30,20,30,9,6,,,,4.2,2.4,2.2,3,2.5,1.3,0.5,,,,OLAP(20),,,,,,,,,,,
4407,110,8/20/2015,Shaili Standefer,242,ALIVE,99,none,5,0,4,14,28,27,36,19,28,37,31,38,35,32,2.1,3.2,1.5,1.1,2.8,2.8,2.9,2.6,3,1.5,OLAP(30),,,,,,,,,,,
4408,110,8/20/2015,Shaili Standefer,243,ALIVE,100,none,0,0,0,11,45,26,22,10,24,48,49,13,15,17,3.1,1.8,1,3.2,2.7,4.5,5,1.1,4.7,1.3,OLAP(20),,,,,,,,,,,
4409,110,8/20/2015,Shaili Standefer,244,ALIVE,100,none,0,0,20,72,61,12,25,75,67,21,9,20,69,13,8.5,7.5,6.8,5.8,2.9,3.9,2.6,2.4,8.7,9.4,OLAP(200),,,,,,,,,,,
4410,110,8/20/2015,Shaili Standefer,245,ALIVE,100,none,5,1,4,6,56,55,41,25,21,28,,,,,6.9,6.3,5,4.2,6.1,3.2,,,,,SMB(1)OLAP(100),,,,,,,,,,,
4411,110,8/20/2015,Shaili Standefer,246,ALIVE,70,none,15,0,3,84,90,29,48,36,59,29,22,21,18,19,2.5,3,2.5,7.4,4.5,3.9,4,3.2,3.9,3,OLAP(200),,,,,,,,,,,
4412,110,8/20/2015,Shaili Standefer,247,ALIVE,95,none,5,0,0,12,52,36,30,15,56,78,50,36,43,49,5.8,3.5,5.6,3.2,3.2,6.1,3.1,2.4,4,5.1,OLAP(80),,,,,,,,,,,
4413,110,8/20/2015,Shaili Standefer,248,ALIVE,95,none,5,0,0,4,20,32,31,6,,,,,,,3,3.1,2.8,1.9,,,,,,,,,,,,,,,,,,
4414,114,8/20/2015,Xang Lor,249,ALIVE,100,none,15,30,39,64,99,108,83,35,36,23,21,34,92,105,5.4,5.5,5.3,8.9,7.3,3.4,3.1,1.9,2.1,2,Ladybug (2) LAMB (15),,,,,,,,,,,
4415,114,8/20/2015,Xang Lor,250,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,114,8/20/2015,Xang Lor,251,N.E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,114,8/20/2015,Xang Lor,252,ALIVE,95,none,2,2,9,10,63,21,59,25,39,43,28,12,11,10,2.5,5.2,4.2,3.1,3.1,4.4,3.2,1.6,1.9,2,OLAP (100),,,,,,,,,,,
4418,114,8/20/2015,Xang Lor,253,ALIVE,100,L2-7.5,2,6,9,29,62,55,53,16,10,41,38,48,55,56,4.1,5.5,4.5,5.6,4.6,3.9,1.9,2.1,2.1,5.6,SMMB (1) Dead Monarch,,,,,,,,,,,
4419,114,8/20/2015,Xang Lor,254,ALIVE,85,none,5,0,6,4,31,39,32,95,,,,,,,2.9,3.1,6.4,3,,,,,,,OLAP (40),,,,,,,,,,,
4420,114,8/20/2015,Xang Lor,255,ALIVE,95,NONE,1,0,0,5,70,78,75,13,16,,,,,,4.8,5.6,6,2.3,2.7,,,,,,OLAP (40),,,,,,,,,,,
4421,114,8/20/2015,Xang Lor,256,ALIVE,100,NONE,0,0,0,5,41,39,12,18,19,,,,,,3.4,3.4,1.6,1.8,1.3,,,,,,,,,,,,,,,,,
4422,114,8/20/2015,Xang Lor,257,ALIVE,90,NONE,0,0,0,2,40,7,,,,,,,,,4.4,1.8,,,,,,,,,,,,,,,,,,,,
4423,114,8/20/2015,Xang Lor,258,ALIVE,15,NONE,0,0,0,2,40,7,,,,,,,,,4,4.4,,,,,,,,,OLAP (25),,,,,,,,,,,
4424,114,8/20/2015,Xang Lor,259,ALIVE,100,NONE,20,0,2,22,58,51,44,11,30,14,63,67,18,8,5.4,8.5,5,4.7,2.1,2.5,2,2,4.6,2,OLAP (250) SMMB (3),,,,,,,,,,,
4425,114,8/20/2015,Xang Lor,260,ALIVE,50,NONE,0,0,0,19,34,34,34,39,38,86,85,43,12,12,2.4,2.4,3.2,3.5,3.6,9,11.6,4.8,6.8,4.4,OLAP (100),,,,,,,,,,,
4426,114,8/20/2015,Xang Lor,261,ALIVE,50,NONE,0,0,0,21,65,62,61,38,10,11,24,46,14,38,5.4,8.5,5,4.7,2.1,2.5,2,2,2.6,2,OLAP (150),,,,,,,,,,,
4427,113,8/20/2015,Xang Lor,262,ALIVE,90,none,5,0,0,84,110,104,19,33,8,14,15,22,27,19,8.4,9.1,2.8,2.2,2,1.3,2,2.1,2.3,2.5,SMMB (2) OLAP (50),,,,,,,,,,,
4428,113,8/20/2015,Xang Lor,263,ALIVE,95,none,0,0,0,14,37,14,20,21,25,22,28,26,30,22,4.4,1.8,1.4,1.6,0.6,1.6,3.9,2,2.2,2.2,OLAP (50),,,,,,,,,,,
4429,113,8/20/2015,Xang Lor,264,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,113,8/20/2015,Xang Lor,265,ALIVE,100,none,0,0,0,5,19,14,17,20,21,,,,,,2,3.6,2,2.5,2.7,,,,,,OLAP (50),,,,,,,,,,,
4431,113,8/20/2015,Xang Lor,266,ALIVE,85,none,0,0,0,15,49,41,40,45,31,37,61,40,40,54,3.4,2.8,3.4,3,3.8,3.1,4.5,3.6,3.6,5.5,OLAP (100),,,,,,,,,,,
4432,113,8/20/2015,Xang Lor,267,ALIVE,90,none,0,0,0,18,70,66,41,9,12,33,15,14,12,15,2.8,5.7,8.2,2.7,2,2.4,2.1,1.6,1.8,2,LAMB (1) OLAP (50),,,,,,,,,,,
4433,113,8/20/2015,Xang Lor,268,ALIVE,100,none,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,113,8/20/2015,Xang Lor,269,ALIVE,98,none,0,0,0,4,33,8,9,10,,,,,,,3,2,1.5,1,,,,,,,,,,,,,,,,,,
4435,113,8/20/2015,Xang Lor,270,ALIVE,80,none,0,0,0,6,24,29,26,37,8,8,,,,,1.2,1.2,3.1,2,2.3,2.8,,,,,OLAP (15),,,,,,,,,,,
4436,113,8/20/2015,Xang Lor,271,ALIVE,98,none,0,0,0,2,56,77,,,,,,,,,4.1,4.8,,,,,,,,,,,,,,,,,,,,
4437,113,8/20/2015,Xang Lor,272,ALIVE,90,none,0,0,0,4,15,19,10,17,,,,,,,3.1,2.3,2,1.8,,,,,,,,,,,,,,,,,,
4438,113,8/20/2015,Xang Lor,273,ALIVE,60,none,0,0,0,2,8,6,,,,,,,,,1.2,1.4,,,,,,,,,,,,,,,,,,,,
4439,113,8/20/2015,Xang Lor,274,ALIVE,100,none,0,0,0,1,9,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,
4440,113,8/20/2015,Xang Lor,275,ALIVE,95,none,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,113,8/20/2015,Xang Lor,276,ALIVE,95,none,0,0,0,1,13,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,
4442,113,8/20/2015,Xang Lor,277,ALIVE,100,none,0,0,0,1,9,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,
4443,113,8/20/2015,Xang Lor,278,ALIVE,98,none,0,0,0,1,16,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,
4444,113,8/20/2015,Xang Lor,279,ALIVE,95,none,0,0,0,2,15,7,,,,,,,,,1.2,0.6,,,,,,,,,,,,,,,,,,,,
4445,113,8/20/2015,Xang Lor,280,ALIVE,95,none,0,0,0,2,13,8,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,
4446,113,8/20/2015,Xang Lor,281,ALIVE,95,none,0,4,3,7,27,27,8,10,22,13,30,,,,4.5,1.7,1.1,2.9,3,2.3,2.7,,,,,,,,,,,,,,,
4447,113,8/20/2015,Xang Lor,282,ALIVE,100,none,0,6,0,2,31,36,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,
4448,113,8/20/2015,Xang Lor,283,ALIVE,90,none,0,0,0,5,68,54,50,21,17,,,,,,4.4,3,2.9,2.6,1.5,,,,,,,,,,,,,,,,,
4449,113,8/20/2015,Xang Lor,284,ALIVE,98,none,0,0,0,2,38,36,,,,,,,,,1.8,2.3,,,,,,,,,OLAP (15),,,,,,,,,,,
4450,113,8/20/2015,Xang Lor,285,ALIVE,95,none,0,0,0,7,21,16,34,32,16,27,12,,,,2.2,1.6,2.7,1.6,2.8,3.1,1.5,,,,OLAP (10),,,,,,,,,,,
4451,113,8/20/2015,Xang Lor,286,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,113,8/20/2015,Xang Lor,287,ALIVE,98,none,0,0,0,1,21,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,
4453,113,8/20/2015,Xang Lor,288,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,113,8/20/2015,Xang Lor,289,ALIVE,80,none,0,0,0,1,43,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
4455,113,8/20/2015,Xang Lor,290,ALIVE,90,none,0,0,0,2,33,27,,,,,,,,,3.1,2.3,,,,,,,,,,,,,,,,,,,,
4456,113,8/20/2015,Xang Lor,291,ALIVE,95,none,0,0,0,2,30,30,,,,,,,,,2.3,1.8,,,,,,,,,,,,,,,,,,,,
4457,113,8/20/2015,Xang Lor,292,ALIVE,95,none,0,0,0,3,39,38,30,,,,,,,,2.3,2.4,2.5,,,,,,,,,,,,,,,,,,,
4458,113,8/20/2015,Xang Lor,293,ALIVE,95,none,0,0,0,3,62,63,64,,,,,,,,5,5.2,4.2,,,,,,,,,,,,,,,,,,,
4459,113,8/20/2015,Xang Lor,294,ALIVE,95,none,0,0,1,1,46,,,,,,,,,,4.2,,,,,,,,,,OLAP (10),,,,,,,,,,,
4460,113,8/20/2015,Xang Lor,295,ALIVE,98,none,0,0,0,3,39,32,17,,,,,,,,4,2.5,4.1,,,,,,,,,,,,,,,,,,,
4461,113,8/20/2015,Xang Lor,296,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,113,8/20/2015,Xang Lor,297,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,113,8/20/2015,Xang Lor,298,ALIVE,95,none,0,0,0,8,77,65,23,25,8,19,16,11,,,6.2,4,2.1,2,1.3,2.1,2.2,2,,,OLAP (20),,,,,,,,,,,
4464,113,8/20/2015,Xang Lor,299,ALIVE,95,none,2,4,33,19,41,34,34,37,26,49,40,64,23,21,3.4,3.9,3.9,3.3,2.9,3.7,8,12.6,2.6,3,SMMB (10),,,,,,,,,,,
4465,113,8/20/2015,Xang Lor,300,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,113,8/20/2015,Xang Lor,301,ALIVE,95,none,5,1,88,51,72,67,25,20,21,18,33,37,21,29,7.8,8.6,3,2.8,2.5,3.5,3.3,2.7,3.5,4,LAMB (2) OLAP (100),,,,,,,,,,,
4467,113,8/20/2015,Xang Lor,302,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,113,8/20/2015,Xang Lor,303,ALIVE,100,none,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469,113,8/20/2015,Xang Lor,304,ALIVE,95,none,0,0,0,3,19,14,10,,,,,,,,1.4,1.4,1.4,,,,,,,,,,,,,,,,,,,
4470,113,8/20/2015,Xang Lor,305,ALIVE,98,none,0,0,0,4,31,19,16,27,,,,,,,2.4,1.7,1.4,2.3,,,,,,,,,,,,,,,,,,
4471,113,8/20/2015,Xang Lor,306,ALIVE,100,none,0,0,0,2,10,8,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
4472,113,8/20/2015,Xang Lor,307,ALIVE,98,none,0,0,0,1,27,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
4473,113,8/20/2015,Xang Lor,308,ALIVE,98,none,0,0,0,1,35,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,
4474,113,8/20/2015,Xang Lor,309,ALIVE,80,none,0,0,0,3,34,16,14,,,,,,,,2,1.4,2.3,,,,,,,,,,,,,,,,,,,
4475,113,8/20/2015,Xang Lor,310,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,113,8/20/2015,Xang Lor,311,ALIVE,85,none,0,0,0,1,14,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,
4477,113,8/20/2015,Xang Lor,312,ALIVE,98,none,0,0,0,1,24,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,
4478,113,8/20/2015,Xang Lor,313,ALIVE,95,none,0,0,0,3,26,22,20,,,,,,,,2.2,1.8,1.5,,,,,,,,OLAP (10),,,,,,,,,,,
4479,113,8/20/2015,Xang Lor,314,ALIVE,98,none,0,4,0,9,44,71,14,25,6,6,20,7,5,,4.9,5.6,0.9,1,1.5,3,2.3,0.8,1,,LAMB (1),,,,,,,,,,,
4480,113,8/20/2015,Xang Lor,315,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,113,8/20/2015,Xang Lor,316,ALIVE,85,none,0,0,0,1,15,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,
4482,113,8/20/2015,Xang Lor,317,ALIVE,80,none,0,0,0,1,40,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,
4483,113,8/20/2015,Xang Lor,318,ALIVE,95,none,0,0,1,11,12,17,56,63,17,18,9,9,14,16,5.1,6.1,2.4,1.4,1.5,2,2.7,2.2,2,2.2,,,,,,,,,,,,
4484,113,8/20/2015,Xang Lor,319,ALIVE,90,none,2,0,0,35,13,10,44,41,35,42,38,40,43,13,1.6,1.6,2.3,3.5,3.5,3.7,4,3.9,3,0.8,OLAP (30),,,,,,,,,,,
4485,113,8/20/2015,Xang Lor,320,ALIVE,90,none,0,0,0,2,54,63,,,,,,,,,3.5,4.2,,,,,,,,,SMMB (10,,,,,,,,,,,
4486,113,8/20/2015,Xang Lor,321,ALIVE,90,none,0,0,0,15,51,22,11,25,10,12,73,73,19,62,5.5,4.7,6.4,4.2,2.8,1.8,3,3.1,1.6,2.1,,,,,,,,,,,,
